location,temperature,humidity,pressure,rainfall,recordedAt,source
Negombo,29.1,89,1002,3.36,2024-12-29T00:00:00.000Z,Simulated
Minuwangoda,31.7,86,1008,19.04,2024-12-30T00:00:00.000Z,Simulated
Gampaha,30.5,74,1006,4.90,2024-12-30T00:00:00.000Z,Simulated
Ja-Ela,27.0,77,1004,2.82,2024-12-30T00:00:00.000Z,Simulated
Negombo,29.7,86,1010,10.04,2024-12-30T00:00:00.000Z,Simulated
Minuwangoda,29.3,95,1000,16.88,2024-12-31T00:00:00.000Z,Simulated
Gampaha,31.0,81,1000,8.81,2024-12-31T00:00:00.000Z,Simulated
Ja-Ela,27.2,79,1006,3.50,2024-12-31T00:00:00.000Z,Simulated
Negombo,27.9,94,1005,6.96,2024-12-31T00:00:00.000Z,Simulated
Minuwangoda,26.4,72,1000,19.79,2025-01-01T00:00:00.000Z,Simulated
Gampaha,26.4,74,1007,5.00,2025-01-01T00:00:00.000Z,Simulated
Ja-Ela,29.2,85,1004,17.87,2025-01-01T00:00:00.000Z,Simulated
Negombo,26.5,76,1010,3.18,2025-01-01T00:00:00.000Z,Simulated
Minuwangoda,29.7,90,1010,15.41,2025-01-02T00:00:00.000Z,Simulated
Gampaha,27.8,84,1001,0.12,2025-01-02T00:00:00.000Z,Simulated
Ja-Ela,26.5,74,1001,13.13,2025-01-02T00:00:00.000Z,Simulated
Negombo,27.3,79,1003,11.15,2025-01-02T00:00:00.000Z,Simulated
Minuwangoda,28.0,87,1003,13.86,2025-01-03T00:00:00.000Z,Simulated
Gampaha,32.0,89,1005,5.74,2025-01-03T00:00:00.000Z,Simulated
Ja-Ela,27.8,85,1002,7.69,2025-01-03T00:00:00.000Z,Simulated
Negombo,28.3,81,1009,13.28,2025-01-03T00:00:00.000Z,Simulated
Minuwangoda,31.5,86,1005,14.41,2025-01-04T00:00:00.000Z,Simulated
Gampaha,30.7,88,1003,12.84,2025-01-04T00:00:00.000Z,Simulated
Ja-Ela,27.2,65,1007,15.04,2025-01-04T00:00:00.000Z,Simulated
Negombo,26.5,73,1002,11.71,2025-01-04T00:00:00.000Z,Simulated
Minuwangoda,26.1,84,1004,7.54,2025-01-05T00:00:00.000Z,Simulated
Gampaha,31.2,91,1000,7.30,2025-01-05T00:00:00.000Z,Simulated
Ja-Ela,30.0,93,1004,19.31,2025-01-05T00:00:00.000Z,Simulated
Negombo,30.0,85,1007,2.38,2025-01-05T00:00:00.000Z,Simulated
Minuwangoda,30.9,73,1009,18.47,2025-01-06T00:00:00.000Z,Simulated
Gampaha,26.2,92,1006,18.08,2025-01-06T00:00:00.000Z,Simulated
Ja-Ela,29.4,70,1005,10.49,2025-01-06T00:00:00.000Z,Simulated
Negombo,27.3,74,1003,9.40,2025-01-06T00:00:00.000Z,Simulated
Minuwangoda,26.6,76,1006,1.16,2025-01-07T00:00:00.000Z,Simulated
Gampaha,29.3,77,1008,12.42,2025-01-07T00:00:00.000Z,Simulated
Ja-Ela,28.3,70,1003,12.14,2025-01-07T00:00:00.000Z,Simulated
Negombo,29.3,87,1004,8.68,2025-01-07T00:00:00.000Z,Simulated
Minuwangoda,31.8,71,1001,7.51,2025-01-08T00:00:00.000Z,Simulated
Gampaha,26.9,83,1005,9.25,2025-01-08T00:00:00.000Z,Simulated
Ja-Ela,31.5,66,1007,16.55,2025-01-08T00:00:00.000Z,Simulated
Negombo,26.2,77,1008,16.05,2025-01-08T00:00:00.000Z,Simulated
Minuwangoda,30.9,67,1009,0.33,2025-01-09T00:00:00.000Z,Simulated
Gampaha,30.3,79,1002,9.88,2025-01-09T00:00:00.000Z,Simulated
Ja-Ela,30.0,88,1008,13.00,2025-01-09T00:00:00.000Z,Simulated
Negombo,31.1,92,1006,8.30,2025-01-09T00:00:00.000Z,Simulated
Minuwangoda,29.1,90,1007,11.85,2025-01-10T00:00:00.000Z,Simulated
Gampaha,31.9,81,1002,11.71,2025-01-10T00:00:00.000Z,Simulated
Ja-Ela,30.8,71,1007,11.57,2025-01-10T00:00:00.000Z,Simulated
Negombo,31.6,66,1005,6.91,2025-01-10T00:00:00.000Z,Simulated
Minuwangoda,27.7,94,1006,1.82,2025-01-11T00:00:00.000Z,Simulated
Gampaha,29.8,88,1003,6.46,2025-01-11T00:00:00.000Z,Simulated
Ja-Ela,28.1,88,1009,5.79,2025-01-11T00:00:00.000Z,Simulated
Negombo,31.3,67,1007,0.86,2025-01-11T00:00:00.000Z,Simulated
Minuwangoda,30.4,87,1003,10.92,2025-01-12T00:00:00.000Z,Simulated
Gampaha,31.6,72,1000,17.65,2025-01-12T00:00:00.000Z,Simulated
Ja-Ela,27.6,91,1003,3.24,2025-01-12T00:00:00.000Z,Simulated
Negombo,29.1,67,1007,8.17,2025-01-12T00:00:00.000Z,Simulated
Minuwangoda,31.5,90,1003,0.15,2025-01-13T00:00:00.000Z,Simulated
Gampaha,30.8,66,1005,1.26,2025-01-13T00:00:00.000Z,Simulated
Ja-Ela,26.1,72,1005,17.94,2025-01-13T00:00:00.000Z,Simulated
Negombo,29.2,89,1004,19.56,2025-01-13T00:00:00.000Z,Simulated
Minuwangoda,31.3,72,1000,12.48,2025-01-14T00:00:00.000Z,Simulated
Gampaha,29.7,71,1006,4.71,2025-01-14T00:00:00.000Z,Simulated
Ja-Ela,31.6,93,1004,15.68,2025-01-14T00:00:00.000Z,Simulated
Negombo,27.2,92,1008,1.13,2025-01-14T00:00:00.000Z,Simulated
Minuwangoda,31.9,89,1007,18.70,2025-01-15T00:00:00.000Z,Simulated
Gampaha,29.1,79,1009,16.85,2025-01-15T00:00:00.000Z,Simulated
Ja-Ela,27.1,93,1010,12.78,2025-01-15T00:00:00.000Z,Simulated
Negombo,30.6,92,1005,1.79,2025-01-15T00:00:00.000Z,Simulated
Minuwangoda,26.8,69,1000,19.36,2025-01-16T00:00:00.000Z,Simulated
Gampaha,26.2,72,1007,14.67,2025-01-16T00:00:00.000Z,Simulated
Ja-Ela,26.1,69,1005,12.48,2025-01-16T00:00:00.000Z,Simulated
Negombo,29.1,91,1007,16.43,2025-01-16T00:00:00.000Z,Simulated
Minuwangoda,28.0,80,1007,12.99,2025-01-17T00:00:00.000Z,Simulated
Gampaha,30.0,79,1000,12.45,2025-01-17T00:00:00.000Z,Simulated
Ja-Ela,26.2,88,1005,12.44,2025-01-17T00:00:00.000Z,Simulated
Negombo,31.1,75,1009,17.53,2025-01-17T00:00:00.000Z,Simulated
Minuwangoda,29.8,68,1003,2.82,2025-01-18T00:00:00.000Z,Simulated
Gampaha,31.0,81,1004,5.12,2025-01-18T00:00:00.000Z,Simulated
Ja-Ela,26.3,73,1000,17.80,2025-01-18T00:00:00.000Z,Simulated
Negombo,26.2,89,1005,2.70,2025-01-18T00:00:00.000Z,Simulated
Minuwangoda,30.5,72,1008,3.78,2025-01-19T00:00:00.000Z,Simulated
Gampaha,30.6,79,1004,6.11,2025-01-19T00:00:00.000Z,Simulated
Ja-Ela,26.3,76,1007,5.87,2025-01-19T00:00:00.000Z,Simulated
Negombo,29.6,85,1003,13.19,2025-01-19T00:00:00.000Z,Simulated
Minuwangoda,27.3,81,1001,2.74,2025-01-20T00:00:00.000Z,Simulated
Gampaha,29.8,74,1003,4.04,2025-01-20T00:00:00.000Z,Simulated
Ja-Ela,30.1,82,1004,17.97,2025-01-20T00:00:00.000Z,Simulated
Negombo,27.6,74,1007,9.28,2025-01-20T00:00:00.000Z,Simulated
Minuwangoda,28.4,74,1006,2.10,2025-01-21T00:00:00.000Z,Simulated
Gampaha,27.2,70,1006,2.08,2025-01-21T00:00:00.000Z,Simulated
Ja-Ela,32.0,70,1010,18.27,2025-01-21T00:00:00.000Z,Simulated
Negombo,30.8,93,1008,9.92,2025-01-21T00:00:00.000Z,Simulated
Minuwangoda,28.2,69,1005,3.74,2025-01-22T00:00:00.000Z,Simulated
Gampaha,28.9,81,1001,5.03,2025-01-22T00:00:00.000Z,Simulated
Ja-Ela,29.0,90,1003,12.07,2025-01-22T00:00:00.000Z,Simulated
Negombo,30.6,90,1009,6.86,2025-01-22T00:00:00.000Z,Simulated
Minuwangoda,29.1,67,1007,7.44,2025-01-23T00:00:00.000Z,Simulated
Gampaha,30.9,71,1002,12.90,2025-01-23T00:00:00.000Z,Simulated
Ja-Ela,30.6,88,1001,14.32,2025-01-23T00:00:00.000Z,Simulated
Negombo,29.1,66,1002,18.24,2025-01-23T00:00:00.000Z,Simulated
Minuwangoda,31.5,91,1005,8.46,2025-01-24T00:00:00.000Z,Simulated
Gampaha,31.2,95,1006,7.44,2025-01-24T00:00:00.000Z,Simulated
Ja-Ela,26.9,91,1001,7.23,2025-01-24T00:00:00.000Z,Simulated
Negombo,31.3,73,1006,1.19,2025-01-24T00:00:00.000Z,Simulated
Minuwangoda,27.5,94,1007,5.13,2025-01-25T00:00:00.000Z,Simulated
Gampaha,27.3,69,1008,11.88,2025-01-25T00:00:00.000Z,Simulated
Ja-Ela,27.5,75,1005,4.01,2025-01-25T00:00:00.000Z,Simulated
Negombo,31.5,75,1007,8.38,2025-01-25T00:00:00.000Z,Simulated
Minuwangoda,26.5,91,1009,3.32,2025-01-26T00:00:00.000Z,Simulated
Gampaha,27.9,77,1003,5.47,2025-01-26T00:00:00.000Z,Simulated
Ja-Ela,29.6,80,1000,5.71,2025-01-26T00:00:00.000Z,Simulated
Negombo,31.9,82,1002,15.86,2025-01-26T00:00:00.000Z,Simulated
Minuwangoda,27.6,74,1002,15.25,2025-01-27T00:00:00.000Z,Simulated
Gampaha,27.4,88,1001,9.05,2025-01-27T00:00:00.000Z,Simulated
Ja-Ela,31.7,92,1007,4.32,2025-01-27T00:00:00.000Z,Simulated
Negombo,27.1,93,1006,2.88,2025-01-27T00:00:00.000Z,Simulated
Minuwangoda,26.2,87,1009,16.47,2025-01-28T00:00:00.000Z,Simulated
Gampaha,29.4,66,1002,18.51,2025-01-28T00:00:00.000Z,Simulated
Ja-Ela,27.6,84,1006,0.74,2025-01-28T00:00:00.000Z,Simulated
Negombo,28.8,85,1008,10.25,2025-01-28T00:00:00.000Z,Simulated
Minuwangoda,27.5,93,1007,6.42,2025-01-29T00:00:00.000Z,Simulated
Gampaha,26.4,94,1008,18.53,2025-01-29T00:00:00.000Z,Simulated
Ja-Ela,27.7,72,1007,4.05,2025-01-29T00:00:00.000Z,Simulated
Negombo,29.9,90,1003,1.48,2025-01-29T00:00:00.000Z,Simulated
Minuwangoda,27.0,91,1001,17.57,2025-01-30T00:00:00.000Z,Simulated
Gampaha,30.6,81,1001,13.06,2025-01-30T00:00:00.000Z,Simulated
Ja-Ela,32.0,92,1002,18.45,2025-01-30T00:00:00.000Z,Simulated
Negombo,27.8,92,1002,19.35,2025-01-30T00:00:00.000Z,Simulated
Minuwangoda,26.6,71,1004,4.92,2025-01-31T00:00:00.000Z,Simulated
Gampaha,28.8,94,1001,0.96,2025-01-31T00:00:00.000Z,Simulated
Ja-Ela,28.4,80,1008,19.26,2025-01-31T00:00:00.000Z,Simulated
Negombo,28.1,67,1006,0.51,2025-01-31T00:00:00.000Z,Simulated
Minuwangoda,26.4,77,1008,8.16,2025-02-01T00:00:00.000Z,Simulated
Gampaha,28.3,83,1000,19.65,2025-02-01T00:00:00.000Z,Simulated
Ja-Ela,27.1,79,1001,19.63,2025-02-01T00:00:00.000Z,Simulated
Negombo,30.0,88,1006,4.01,2025-02-01T00:00:00.000Z,Simulated
Minuwangoda,31.7,90,1002,11.53,2025-02-02T00:00:00.000Z,Simulated
Gampaha,29.0,74,1005,0.98,2025-02-02T00:00:00.000Z,Simulated
Ja-Ela,28.1,79,1003,13.68,2025-02-02T00:00:00.000Z,Simulated
Negombo,30.9,83,1010,5.55,2025-02-02T00:00:00.000Z,Simulated
Minuwangoda,27.4,93,1002,0.25,2025-02-03T00:00:00.000Z,Simulated
Gampaha,27.2,75,1002,11.16,2025-02-03T00:00:00.000Z,Simulated
Ja-Ela,31.6,76,1005,13.71,2025-02-03T00:00:00.000Z,Simulated
Negombo,31.1,89,1007,16.29,2025-02-03T00:00:00.000Z,Simulated
Minuwangoda,28.0,93,1001,7.80,2025-02-04T00:00:00.000Z,Simulated
Gampaha,29.8,68,1002,9.91,2025-02-04T00:00:00.000Z,Simulated
Ja-Ela,30.3,67,1000,13.95,2025-02-04T00:00:00.000Z,Simulated
Negombo,28.9,83,1009,12.82,2025-02-04T00:00:00.000Z,Simulated
Minuwangoda,28.8,79,1001,14.33,2025-02-05T00:00:00.000Z,Simulated
Gampaha,26.1,74,1006,11.70,2025-02-05T00:00:00.000Z,Simulated
Ja-Ela,30.8,69,1008,4.65,2025-02-05T00:00:00.000Z,Simulated
Negombo,30.4,89,1004,16.53,2025-02-05T00:00:00.000Z,Simulated
Minuwangoda,28.5,81,1004,8.92,2025-02-06T00:00:00.000Z,Simulated
Gampaha,28.4,85,1004,6.95,2025-02-06T00:00:00.000Z,Simulated
Ja-Ela,30.9,73,1000,17.89,2025-02-06T00:00:00.000Z,Simulated
Negombo,31.2,91,1003,4.42,2025-02-06T00:00:00.000Z,Simulated
Minuwangoda,30.2,88,1004,5.42,2025-02-07T00:00:00.000Z,Simulated
Gampaha,26.5,74,1010,3.96,2025-02-07T00:00:00.000Z,Simulated
Ja-Ela,28.7,78,1008,0.23,2025-02-07T00:00:00.000Z,Simulated
Negombo,31.7,95,1001,19.81,2025-02-07T00:00:00.000Z,Simulated
Minuwangoda,31.5,66,1001,14.89,2025-02-08T00:00:00.000Z,Simulated
Gampaha,29.7,79,1003,14.79,2025-02-08T00:00:00.000Z,Simulated
Ja-Ela,26.9,74,1008,14.46,2025-02-08T00:00:00.000Z,Simulated
Negombo,29.8,67,1005,12.09,2025-02-08T00:00:00.000Z,Simulated
Minuwangoda,26.1,68,1007,14.18,2025-02-09T00:00:00.000Z,Simulated
Gampaha,26.5,72,1002,3.39,2025-02-09T00:00:00.000Z,Simulated
Ja-Ela,29.8,83,1008,14.31,2025-02-09T00:00:00.000Z,Simulated
Negombo,26.8,66,1005,0.31,2025-02-09T00:00:00.000Z,Simulated
Minuwangoda,30.0,76,1009,18.70,2025-02-10T00:00:00.000Z,Simulated
Gampaha,30.3,68,1007,2.40,2025-02-10T00:00:00.000Z,Simulated
Ja-Ela,28.6,75,1009,16.84,2025-02-10T00:00:00.000Z,Simulated
Negombo,26.6,92,1009,12.16,2025-02-10T00:00:00.000Z,Simulated
Minuwangoda,28.2,80,1006,17.10,2025-02-11T00:00:00.000Z,Simulated
Gampaha,28.2,66,1007,1.57,2025-02-11T00:00:00.000Z,Simulated
Ja-Ela,30.2,82,1007,2.78,2025-02-11T00:00:00.000Z,Simulated
Negombo,31.2,80,1009,14.19,2025-02-11T00:00:00.000Z,Simulated
Minuwangoda,30.9,86,1004,16.37,2025-02-12T00:00:00.000Z,Simulated
Gampaha,31.1,82,1000,14.14,2025-02-12T00:00:00.000Z,Simulated
Ja-Ela,30.3,90,1008,16.81,2025-02-12T00:00:00.000Z,Simulated
Negombo,30.6,73,1000,2.25,2025-02-12T00:00:00.000Z,Simulated
Minuwangoda,31.0,78,1000,15.24,2025-02-13T00:00:00.000Z,Simulated
Gampaha,28.6,95,1008,14.16,2025-02-13T00:00:00.000Z,Simulated
Ja-Ela,29.9,93,1007,5.82,2025-02-13T00:00:00.000Z,Simulated
Negombo,30.6,82,1009,12.56,2025-02-13T00:00:00.000Z,Simulated
Minuwangoda,28.1,66,1003,17.13,2025-02-14T00:00:00.000Z,Simulated
Gampaha,29.6,84,1007,14.74,2025-02-14T00:00:00.000Z,Simulated
Ja-Ela,26.5,67,1003,18.67,2025-02-14T00:00:00.000Z,Simulated
Negombo,29.0,80,1009,7.32,2025-02-14T00:00:00.000Z,Simulated
Minuwangoda,26.5,89,1006,11.40,2025-02-15T00:00:00.000Z,Simulated
Gampaha,30.0,95,1002,3.56,2025-02-15T00:00:00.000Z,Simulated
Ja-Ela,28.8,74,1003,5.92,2025-02-15T00:00:00.000Z,Simulated
Negombo,27.1,83,1006,3.14,2025-02-15T00:00:00.000Z,Simulated
Minuwangoda,27.7,94,1008,0.59,2025-02-16T00:00:00.000Z,Simulated
Gampaha,26.6,92,1010,14.01,2025-02-16T00:00:00.000Z,Simulated
Ja-Ela,28.1,91,1001,6.36,2025-02-16T00:00:00.000Z,Simulated
Negombo,28.8,78,1007,0.54,2025-02-16T00:00:00.000Z,Simulated
Minuwangoda,31.7,86,1010,9.96,2025-02-17T00:00:00.000Z,Simulated
Gampaha,29.0,73,1007,10.42,2025-02-17T00:00:00.000Z,Simulated
Ja-Ela,31.7,71,1008,4.93,2025-02-17T00:00:00.000Z,Simulated
Negombo,28.0,69,1002,1.49,2025-02-17T00:00:00.000Z,Simulated
Minuwangoda,29.1,69,1002,14.67,2025-02-18T00:00:00.000Z,Simulated
Gampaha,31.3,84,1010,6.88,2025-02-18T00:00:00.000Z,Simulated
Ja-Ela,31.1,79,1007,13.35,2025-02-18T00:00:00.000Z,Simulated
Negombo,29.2,74,1010,4.31,2025-02-18T00:00:00.000Z,Simulated
Minuwangoda,27.4,69,1008,12.12,2025-02-19T00:00:00.000Z,Simulated
Gampaha,28.2,91,1008,1.81,2025-02-19T00:00:00.000Z,Simulated
Ja-Ela,27.9,77,1010,2.02,2025-02-19T00:00:00.000Z,Simulated
Negombo,29.6,93,1001,0.21,2025-02-19T00:00:00.000Z,Simulated
Minuwangoda,27.0,80,1009,19.88,2025-02-20T00:00:00.000Z,Simulated
Gampaha,31.4,73,1002,7.83,2025-02-20T00:00:00.000Z,Simulated
Ja-Ela,27.3,75,1005,4.07,2025-02-20T00:00:00.000Z,Simulated
Negombo,27.2,77,1006,7.17,2025-02-20T00:00:00.000Z,Simulated
Minuwangoda,29.0,93,1005,19.75,2025-02-21T00:00:00.000Z,Simulated
Gampaha,30.4,84,1003,7.54,2025-02-21T00:00:00.000Z,Simulated
Ja-Ela,32.0,93,1008,16.56,2025-02-21T00:00:00.000Z,Simulated
Negombo,26.4,80,1001,9.75,2025-02-21T00:00:00.000Z,Simulated
Minuwangoda,27.0,86,1003,14.56,2025-02-22T00:00:00.000Z,Simulated
Gampaha,26.4,69,1008,4.70,2025-02-22T00:00:00.000Z,Simulated
Ja-Ela,28.5,75,1009,10.10,2025-02-22T00:00:00.000Z,Simulated
Negombo,27.8,90,1008,0.63,2025-02-22T00:00:00.000Z,Simulated
Minuwangoda,26.9,70,1002,16.31,2025-02-23T00:00:00.000Z,Simulated
Gampaha,31.8,72,1002,5.88,2025-02-23T00:00:00.000Z,Simulated
Ja-Ela,29.8,90,1000,7.15,2025-02-23T00:00:00.000Z,Simulated
Negombo,26.8,89,1003,10.65,2025-02-23T00:00:00.000Z,Simulated
Minuwangoda,30.7,93,1006,15.24,2025-02-24T00:00:00.000Z,Simulated
Gampaha,31.7,66,1004,16.15,2025-02-24T00:00:00.000Z,Simulated
Ja-Ela,27.1,78,1006,15.53,2025-02-24T00:00:00.000Z,Simulated
Negombo,27.0,65,1002,19.32,2025-02-24T00:00:00.000Z,Simulated
Minuwangoda,30.7,66,1006,17.89,2025-02-25T00:00:00.000Z,Simulated
Gampaha,26.9,84,1002,15.51,2025-02-25T00:00:00.000Z,Simulated
Ja-Ela,26.1,88,1007,13.83,2025-02-25T00:00:00.000Z,Simulated
Negombo,27.4,66,1001,15.28,2025-02-25T00:00:00.000Z,Simulated
Minuwangoda,29.3,70,1006,13.97,2025-02-26T00:00:00.000Z,Simulated
Gampaha,29.8,86,1007,16.98,2025-02-26T00:00:00.000Z,Simulated
Ja-Ela,28.6,89,1005,19.34,2025-02-26T00:00:00.000Z,Simulated
Negombo,27.8,70,1007,9.03,2025-02-26T00:00:00.000Z,Simulated
Minuwangoda,30.3,72,1002,17.84,2025-02-27T00:00:00.000Z,Simulated
Gampaha,28.0,71,1003,7.26,2025-02-27T00:00:00.000Z,Simulated
Ja-Ela,29.5,88,1003,0.79,2025-02-27T00:00:00.000Z,Simulated
Negombo,28.9,81,1006,10.54,2025-02-27T00:00:00.000Z,Simulated
Minuwangoda,27.6,91,1007,7.87,2025-02-28T00:00:00.000Z,Simulated
Gampaha,31.1,74,1001,18.55,2025-02-28T00:00:00.000Z,Simulated
Ja-Ela,26.2,83,1008,2.21,2025-02-28T00:00:00.000Z,Simulated
Negombo,31.6,83,1003,16.58,2025-02-28T00:00:00.000Z,Simulated
Minuwangoda,26.5,67,1004,24.13,2025-03-01T00:00:00.000Z,Simulated
Gampaha,31.9,76,1000,18.49,2025-03-01T00:00:00.000Z,Simulated
Ja-Ela,26.7,94,1003,33.81,2025-03-01T00:00:00.000Z,Simulated
Negombo,26.4,83,1007,8.88,2025-03-01T00:00:00.000Z,Simulated
Minuwangoda,26.2,84,1008,30.10,2025-03-02T00:00:00.000Z,Simulated
Gampaha,31.1,66,1009,14.94,2025-03-02T00:00:00.000Z,Simulated
Ja-Ela,28.5,77,1006,7.89,2025-03-02T00:00:00.000Z,Simulated
Negombo,31.1,83,1004,44.03,2025-03-02T00:00:00.000Z,Simulated
Minuwangoda,29.2,76,1010,31.61,2025-03-03T00:00:00.000Z,Simulated
Gampaha,28.7,74,1001,37.23,2025-03-03T00:00:00.000Z,Simulated
Ja-Ela,30.4,67,1003,37.87,2025-03-03T00:00:00.000Z,Simulated
Negombo,29.1,77,1004,48.29,2025-03-03T00:00:00.000Z,Simulated
Minuwangoda,28.3,65,1005,30.38,2025-03-04T00:00:00.000Z,Simulated
Gampaha,31.3,69,1001,4.02,2025-03-04T00:00:00.000Z,Simulated
Ja-Ela,27.0,69,1002,41.69,2025-03-04T00:00:00.000Z,Simulated
Negombo,27.0,80,1001,27.85,2025-03-04T00:00:00.000Z,Simulated
Minuwangoda,28.2,72,1008,46.59,2025-03-05T00:00:00.000Z,Simulated
Gampaha,27.8,66,1000,22.10,2025-03-05T00:00:00.000Z,Simulated
Ja-Ela,29.5,67,1008,35.70,2025-03-05T00:00:00.000Z,Simulated
Negombo,27.2,95,1009,15.15,2025-03-05T00:00:00.000Z,Simulated
Minuwangoda,30.1,69,1002,21.27,2025-03-06T00:00:00.000Z,Simulated
Gampaha,26.3,67,1001,9.53,2025-03-06T00:00:00.000Z,Simulated
Ja-Ela,29.1,69,1002,28.40,2025-03-06T00:00:00.000Z,Simulated
Negombo,27.0,72,1010,45.32,2025-03-06T00:00:00.000Z,Simulated
Minuwangoda,27.2,90,1008,47.67,2025-03-07T00:00:00.000Z,Simulated
Gampaha,28.0,67,1003,36.46,2025-03-07T00:00:00.000Z,Simulated
Ja-Ela,27.7,71,1008,45.39,2025-03-07T00:00:00.000Z,Simulated
Negombo,31.5,87,1006,25.01,2025-03-07T00:00:00.000Z,Simulated
Minuwangoda,29.3,65,1002,19.60,2025-03-08T00:00:00.000Z,Simulated
Gampaha,27.7,81,1002,31.91,2025-03-08T00:00:00.000Z,Simulated
Ja-Ela,29.9,90,1002,0.28,2025-03-08T00:00:00.000Z,Simulated
Negombo,28.7,68,1005,16.97,2025-03-08T00:00:00.000Z,Simulated
Minuwangoda,28.4,73,1007,29.72,2025-03-09T00:00:00.000Z,Simulated
Gampaha,28.5,65,1003,13.04,2025-03-09T00:00:00.000Z,Simulated
Ja-Ela,31.6,80,1010,14.09,2025-03-09T00:00:00.000Z,Simulated
Negombo,26.0,73,1007,28.43,2025-03-09T00:00:00.000Z,Simulated
Minuwangoda,30.3,88,1001,3.65,2025-03-10T00:00:00.000Z,Simulated
Gampaha,29.7,93,1007,15.58,2025-03-10T00:00:00.000Z,Simulated
Ja-Ela,27.6,94,1004,17.91,2025-03-10T00:00:00.000Z,Simulated
Negombo,26.5,87,1002,3.40,2025-03-10T00:00:00.000Z,Simulated
Minuwangoda,28.6,93,1003,14.13,2025-03-11T00:00:00.000Z,Simulated
Gampaha,26.0,87,1007,29.97,2025-03-11T00:00:00.000Z,Simulated
Ja-Ela,26.2,74,1010,9.94,2025-03-11T00:00:00.000Z,Simulated
Negombo,27.2,69,1003,2.36,2025-03-11T00:00:00.000Z,Simulated
Minuwangoda,29.8,70,1002,25.03,2025-03-12T00:00:00.000Z,Simulated
Gampaha,30.7,87,1010,8.96,2025-03-12T00:00:00.000Z,Simulated
Ja-Ela,28.0,78,1009,13.49,2025-03-12T00:00:00.000Z,Simulated
Negombo,26.1,77,1006,7.57,2025-03-12T00:00:00.000Z,Simulated
Minuwangoda,30.5,82,1004,36.69,2025-03-13T00:00:00.000Z,Simulated
Gampaha,31.8,65,1001,44.00,2025-03-13T00:00:00.000Z,Simulated
Ja-Ela,29.1,94,1004,46.55,2025-03-13T00:00:00.000Z,Simulated
Negombo,30.4,92,1006,15.00,2025-03-13T00:00:00.000Z,Simulated
Minuwangoda,27.0,83,1008,7.73,2025-03-14T00:00:00.000Z,Simulated
Gampaha,30.6,80,1007,22.40,2025-03-14T00:00:00.000Z,Simulated
Ja-Ela,28.3,68,1005,49.68,2025-03-14T00:00:00.000Z,Simulated
Negombo,29.1,67,1005,35.79,2025-03-14T00:00:00.000Z,Simulated
Minuwangoda,27.0,81,1009,28.86,2025-03-15T00:00:00.000Z,Simulated
Gampaha,28.0,69,1006,1.10,2025-03-15T00:00:00.000Z,Simulated
Ja-Ela,28.7,74,1008,2.70,2025-03-15T00:00:00.000Z,Simulated
Negombo,28.3,72,1008,26.99,2025-03-15T00:00:00.000Z,Simulated
Minuwangoda,26.7,75,1009,9.12,2025-03-16T00:00:00.000Z,Simulated
Gampaha,30.7,71,1007,41.58,2025-03-16T00:00:00.000Z,Simulated
Ja-Ela,29.3,90,1001,6.82,2025-03-16T00:00:00.000Z,Simulated
Negombo,28.5,91,1008,2.82,2025-03-16T00:00:00.000Z,Simulated
Minuwangoda,31.4,86,1002,49.30,2025-03-17T00:00:00.000Z,Simulated
Gampaha,26.2,66,1008,32.23,2025-03-17T00:00:00.000Z,Simulated
Ja-Ela,28.7,70,1006,6.72,2025-03-17T00:00:00.000Z,Simulated
Negombo,31.4,78,1003,13.75,2025-03-17T00:00:00.000Z,Simulated
Minuwangoda,28.6,68,1008,1.27,2025-03-18T00:00:00.000Z,Simulated
Gampaha,31.9,90,1005,7.60,2025-03-18T00:00:00.000Z,Simulated
Ja-Ela,29.8,73,1003,3.34,2025-03-18T00:00:00.000Z,Simulated
Negombo,29.0,88,1005,44.58,2025-03-18T00:00:00.000Z,Simulated
Minuwangoda,30.0,89,1007,35.40,2025-03-19T00:00:00.000Z,Simulated
Gampaha,30.0,81,1006,18.72,2025-03-19T00:00:00.000Z,Simulated
Ja-Ela,28.6,78,1008,37.38,2025-03-19T00:00:00.000Z,Simulated
Negombo,30.9,70,1004,29.00,2025-03-19T00:00:00.000Z,Simulated
Minuwangoda,26.1,73,1010,10.06,2025-03-20T00:00:00.000Z,Simulated
Gampaha,32.0,67,1004,5.33,2025-03-20T00:00:00.000Z,Simulated
Ja-Ela,29.0,71,1001,20.29,2025-03-20T00:00:00.000Z,Simulated
Negombo,30.7,93,1010,1.25,2025-03-20T00:00:00.000Z,Simulated
Minuwangoda,29.3,92,1008,10.88,2025-03-21T00:00:00.000Z,Simulated
Gampaha,31.6,92,1001,41.94,2025-03-21T00:00:00.000Z,Simulated
Ja-Ela,29.4,85,1003,4.51,2025-03-21T00:00:00.000Z,Simulated
Negombo,27.7,66,1006,15.32,2025-03-21T00:00:00.000Z,Simulated
Minuwangoda,27.6,88,1004,2.64,2025-03-22T00:00:00.000Z,Simulated
Gampaha,28.1,76,1004,44.08,2025-03-22T00:00:00.000Z,Simulated
Ja-Ela,28.9,68,1004,42.19,2025-03-22T00:00:00.000Z,Simulated
Negombo,29.3,91,1007,19.07,2025-03-22T00:00:00.000Z,Simulated
Minuwangoda,28.4,89,1003,36.56,2025-03-23T00:00:00.000Z,Simulated
